source,food_id,name_local,name_en,lang,category,serving_basis,energy_kcal,protein_g,phosphorus_mg,potassium_mg,sodium_mg,notes
,kr-283.0,"대두, 말린것","Soybean, seeds, dried",ko,Pulses,100g,436.0,34.82,,,,
,kr-284.0,"대두, 말린것","Soybean, seeds, dried",ko,Pulses,100g,408.0,35.0,38.0,1469.0,21.0,
,kr-285.0,"대두, 말린것","Soybean, seeds, dried",ko,Pulses,100g,349.0,32.56,36.0,8.0,2.0,
,kr-286.0,"대두 (Kawa), 말린것","Soybean, seeds, dried",ko,Pulses,100g,434.0,37.8,443.0,1520.0,2.0,
,kr-287.0,"대두 (Puja), 말린것","Soybean, seeds, dried",ko,Pulses,100g,433.0,43.36,359.0,1453.0,2.0,
,kr-288.0,"대두, 말린것","Soybean, seeds, dried",ko,Pulses,100g,444.0,34.64,,1707.0,5.0,
,kr-289.0,"대두, 병조림, 발효, 가당","Soybean, sweetened, fermented",ko,Pulses,100g,92.0,12.5,40.0,207.0,4078.0,
,kr-290.0,"덩굴강낭콩, 말린것","Green bean, string bean, seeds, dried",ko,Pulses,100g,345.0,16.99,277.0,1236.0,13.0,
,kr-291.0,"작두 (도두), 말린것","Sword jack bean, seeds, dried ",ko,Pulses,100g,353.0,30.8,336.0,328.0,11.0,
,kr-292.0,"콩고기, 생것","Soy meat, textured vegetable proteins(TVP)",ko,Pulses,100g,363.0,59.14,224.0,1170.0,1.0,
,kr-293.0,"두부, ",Tofu,ko,Pulses,100g,114.0,9.37,,,,
,kr-294.0,"흰강낭콩, 생것","White bean, seeds, raw",ko,Pulses,100g,337.0,23.05,804.0,188.0,39.0,
,kr-295.0,"아몬드, 볶은것 ","Almond, roasted",ko,Nuts and Seeds,100g,648.0,20.18,,,,
,kr-296.0,"아마란스씨, 검은색, 말린것","Amaranth seed, black, dried",ko,Nuts and Seeds,100g,378.0,14.59,374.0,433.0,3.0,
,kr-297.0,"캐슈너트, 볶은것 ","Cashew nut, roasted",ko,Nuts and Seeds,100g,614.0,19.65,,,,
,kr-298.0,"캐슈너트, 볶은것 ","Cashew nut, roasted",ko,Nuts and Seeds,100g,587.0,23.1,148.0,496.0,16.0,
,kr-299.0,"캐슈너트, 볶은것 ","Cashew nut, roasted",ko,Nuts and Seeds,100g,603.0,19.2,441.0,683.0,15.0,
,kr-300.0,"아마씨, 가루",Flax seed flour,ko,Nuts and Seeds,100g,447.0,38.68,199.0,697.0,28.0,
,kr-301.0,"아마씨, 생것","Flax seed, raw",ko,Nuts and Seeds,100g,449.0,12.79,46.0,775.0,30.0,
,kr-302.0,"멜린조 과자, 멜린조칩, 튀긴것 ","Gnetum nut chip, fried",ko,Nuts and Seeds,100g,522.0,11.13,168.0,323.0,1276.0,
,kr-303.0,"멜린조 과자, 멜린조칩, 생것","Gnetum nut chip, raw",ko,Nuts and Seeds,100g,444.0,14.66,225.0,474.0,210.0,
,kr-304.0,"마카다미아, 생것","Macadamia nut, raw",ko,Nuts and Seeds,100g,768.0,9.66,,,,
,kr-305.0,"겨자씨 (Mustard BARI-14), 생것","Mustard, raw",ko,Nuts and Seeds,100g,543.0,22.18,105.0,169.0,1138.0,
,kr-306.0,"땅콩, 생것","Peanut, raw",ko,Nuts and Seeds,100g,594.0,23.98,,,,
,kr-307.0,"땅콩, 껍질 포함, 말린것","Peanut, with seed coat, dried",ko,Nuts and Seeds,100g,593.0,24.47,383.0,646.0,14.0,
,kr-308.0,"땅콩, 생것","Peanut, raw",ko,Nuts and Seeds,100g,605.0,29.73,355.0,675.0,232.0,
,kr-309.0,"땅콩, 생것","Peanut, raw",ko,Nuts and Seeds,100g,584.0,30.75,119.0,1091.0,29.0,
,kr-310.0,"땅콩, 생것","Peanut, raw",ko,Nuts and Seeds,100g,538.0,44.6,6547.0,5902.0,113.0,
,kr-311.0,"필리너트, 볶은것 ","Pili nut, roasted",ko,Nuts and Seeds,100g,699.0,14.2,223.0,2902.0,95.0,
,kr-312.0,"잣, 생것","Pine nut, raw ",ko,Nuts and Seeds,100g,675.0,15.05,35.0,13.0,1.0,
,kr-313.0,"잣, 생것","Pine nut, raw",ko,Nuts and Seeds,100g,681.0,15.05,5.0,2.0,0.0,
,kr-314.0,"피스타치오, 볶은것 ","Pistachio nut, roasted",ko,Nuts and Seeds,100g,623.0,23.06,,,,
,kr-315.0,"참깨, 하얀색, 말린것","Sesame seed, white, dried",ko,Nuts and Seeds,100g,584.0,20.98,811.0,404.0,15.0,
,kr-316.0,"참깨, 검은색, 말린것","Sesame seed, black, dried",ko,Nuts and Seeds,100g,612.0,18.77,449.0,449.0,9.0,
,kr-317.0,"참깨, 하얀색, 말린것","Sesame seed, white, dried",ko,Nuts and Seeds,100g,645.0,19.88,425.0,425.0,34.0,
,kr-318.0,"해바라기씨, 말린것","Sunflower seed, raw",ko,Nuts and Seeds,100g,632.0,22.83,795.0,549.0,1.0,
,kr-319.0,"해바라기씨, 말린것","Sunflower seed, raw",ko,Nuts and Seeds,100g,615.0,5.07,61.0,628.0,2.0,
,kr-320.0,"해바라기씨, 말린것","Sunflower seed, raw",ko,Nuts and Seeds,100g,627.0,31.84,,,,
,kr-321.0,"호두, 말린것","Walnut, raw",ko,Nuts and Seeds,100g,453.0,29.2,6399.0,3527.0,66.0,
,kr-322.0,"호두, 말린것","Walnut, raw",ko,Nuts and Seeds,100g,736.0,16.36,,,,
,kr-323.0,"가시비름, 잎, 빨간색, 생것","Amaranthus spinosus, red and green, leaves, raw",ko,Vegetables,100g,43.0,2.8,85.0,588.0,16.0,
,kr-324.0,"아마란스 (BARI Sabuj Dantasak-1), 잎, 생것","Amaranth, leaves, raw",ko,Vegetables,100g,41.0,2.84,36.0,567.0,125.0,
,kr-325.0,"아마란스 (BARI Lalshak-1), 잎, 빨간색, 생것","Amaranth, red, leaves, raw",ko,Vegetables,100g,36.0,2.26,38.0,618.0,147.0,
,kr-326.0,"아마란스 (BARI Danta-2), 줄기, 생것","Amaranth, stem, peeled, raw",ko,Vegetables,100g,15.0,0.61,46.0,491.0,118.0,
,kr-327.0,"아마란스 (BARI Danta-1), 줄기, 생것","Amaranth, stem, peeled, raw",ko,Vegetables,100g,18.0,0.52,40.0,457.0,103.0,
,kr-328.0,"아마란스, 어린잎, 생것","Amaranth, tender leaves, raw",ko,Vegetables,100g,43.0,6.19,56.0,489.0,20.0,
,kr-329.0,"아스파라거스, 생것","Asparagas, raw",ko,Vegetables,100g,29.0,3.27,56.0,212.0,2.0,
,kr-330.0,"아스파라거스, 생것","Asparagus, raw",ko,Vegetables,100g,24.0,2.06,53.0,216.0,8.0,
,kr-331.0,"죽순, 생것","Bamboo shoot, tender, raw",ko,Vegetables,100g,25.0,3.06,68.0,605.0,10.0,
,kr-332.0,"바나나, 꽃, 생것","Banana blossom, raw",ko,Vegetables,100g,25.0,2.76,55.0,572.0,9.0,
,kr-333.0,"바질, 잎, 생것","Basil, leaves, raw",ko,Vegetables,100g,104.0,0.94,17.0,284.0,10.0,
,kr-334.0,"바질, 잎, 생것","Basil, leaves, raw",ko,Vegetables,100g,54.0,6.44,26.0,439.0,17.0,
,kr-335.0,"비트, 뿌리, 생것","Beet, root, raw",ko,Vegetables,100g,53.0,1.6,45.0,490.0,64.0,
,kr-336.0,"비트, 뿌리, 생것","Beet, root, raw",ko,Vegetables,100g,34.0,1.68,27.0,311.0,57.0,
,kr-337.0,"비트, 뿌리, 빨간색, 생것","Beet, root, red, raw",ko,Vegetables,100g,129.0,1.26,13.0,216.0,37.0,
,kr-338.0,"비트, 뿌리, 노란색, 생것","Beet, root, yellow, raw",ko,Vegetables,100g,168.0,0.8,14.0,162.0,13.0,
,kr-339.0,"불라트, 잎, 큰것, 생것 (Bulath)","Betel, leaves, big, raw",ko,Vegetables,100g,60.0,2.93,56.0,660.0,17.0,
,kr-340.0,"불라트, 잎, 작은것, 생것 (Bulath)","Betel, leaves, small, raw",ko,Vegetables,100g,50.0,2.73,51.0,669.0,11.0,
,kr-341.0,"여주, 생것","Bitter melon, raw",ko,Vegetables,100g,24.0,1.47,34.0,282.0,15.0,
,kr-342.0,"여주, 생것","Bitter melon, raw",ko,Vegetables,100g,25.0,0.94,27.0,232.0,8.0,
,kr-343.0,"여주, 생것","Bitter melon, raw",ko,Vegetables,100g,25.0,1.03,,,,
,kr-344.0,"흑겨자, 잎, 생것","Black mustard, raw",ko,Vegetables,100g,31.0,3.39,98.0,627.0,16.0,
,kr-345.0,"청경채, 삶은것","Bok choy, boiled",ko,Vegetables,100g,26.0,1.4,29.0,110.6,4.7,
,kr-346.0,"청경채, 생것","Bok choy, frilly leaves, raw",ko,Vegetables,100g,27.0,3.44,22.0,271.0,138.0,
,kr-347.0,"청경채, 생것","Bok choy, raw",ko,Vegetables,100g,26.0,1.63,44.0,506.0,24.0,
,kr-348.0,"청경채, 생것","Bok choy, raw",ko,Vegetables,100g,27.0,1.96,38.0,246.2,11.3,
,kr-349.0,"청경채, 생것","Bok choy, raw",ko,Vegetables,100g,20.0,1.93,,,,
,kr-350.0,"청경채, 생것","Bok choy, stalks and leaves, raw",ko,Vegetables,100g,51.0,3.44,12.0,368.0,123.0,
,kr-351.0,"호리병박, 초록색, 생것","Bottle gourd, Calabashi, long, dark green, raw",ko,Vegetables,100g,21.0,0.49,27.0,171.0,1.0,
,kr-352.0,"여주, 생것","Bottle Gourd, Calabashi, raw",ko,Vegetables,100g,32.0,0.57,13.0,164.0,1.0,
,kr-353.0,"가지 (BARI Hybrid Begun-3), 긴것, 생것","Eggplant, long, purple, raw",ko,Vegetables,100g,31.0,1.42,27.0,235.0,1.0,
,kr-354.0,"가지 (BARI bt Begun-4), 타원형, 초록색, 생것","Eggplant, oval, green, raw",ko,Vegetables,100g,30.0,1.86,31.0,222.0,1.0,
,kr-355.0,"가지 (BARI Hybrid Begun-4), 타원형, 초록색, 생것","Eggplant, oval, light green, raw",ko,Vegetables,100g,29.0,1.57,33.0,241.0,1.0,
,kr-356.0,"가지, 타원형, 생것","Eggplant, oval,  purple, raw",ko,Vegetables,100g,45.0,1.73,34.0,154.0,4.0,
,kr-357.0,"가지 (Parwanipur 1), 타원형, 생것","Eggplant, oval, raw",ko,Vegetables,100g,41.0,1.56,35.0,208.0,3.0,
,kr-358.0,"가지, 타원형, 연보라, 생것","Eggplant, oval, light purple, raw",ko,Vegetables,100g,39.0,1.6,32.0,178.0,3.0,
,kr-359.0,"가지, 타원형, 하얀색, 생것","Eggplant, oval, white, raw",ko,Vegetables,100g,37.0,1.82,45.0,206.0,4.0,
,kr-360.0,"브로콜리, 삶은것","Broccoli, boiled",ko,Vegetables,100g,27.0,2.45,49.0,199.3,5.7,
,kr-361.0,"브로콜리, 생것","Broccoli, raw",ko,Vegetables,100g,56.0,3.34,65.0,355.0,38.0,
,kr-362.0,"브로콜리, 생것","Broccoli, raw",ko,Vegetables,100g,37.0,4.7,88.0,299.0,39.0,
,kr-363.0,"브로콜리, 생것","Broccoli, raw",ko,Vegetables,100g,40.0,2.82,80.0,295.0,7.297,
,kr-364.0,"브로콜리, 생것","Broccoli, raw",ko,Vegetables,100g,34.0,3.48,,,,
,kr-365.0,"브로콜리, 생것","Broccoli, raw ",ko,Vegetables,100g,30.76,2.26,31.0,180.0,9.0,
,kr-366.0,"브로콜리, 생것","Broccoli, raw",ko,Vegetables,100g,31.0,2.355,91.5,693.0,9.0,
,kr-367.0,"방울다다기양배추, 생것","Brussels sprouts, raw",ko,Vegetables,100g,58.0,2.655,94.0,794.5,7.5,
,kr-368.0,"리마콩, 생것","Butter bean, raw",ko,Vegetables,100g,106.0,6.08,1325.0,304.0,142.0,
,kr-369.0,"나비완두콩, 꽃, 생것 (Nil Katarodu Mal)","Butterfly pea, raw",ko,Vegetables,100g,40.0,2.39,368.0,1997.0,9.0,
,kr-370.0,"호박, 늙은호박, 생것","Butternut squash, raw",ko,Vegetables,100g,41.0,0.5,19.0,240.0,9.0,
,kr-371.0,"호박, 늙은호박, 생것","Butternut squash, raw",ko,Vegetables,100g,57.0,1.63,301.0,1529.0,3.0,
,kr-372.0,"양배추, 생것","Cabbage, green, raw",ko,Vegetables,100g,38.64,0.77,26.0,233.0,11.0,
,kr-373.0,"양배추, 자색, 생것","Cabbage, purple, raw",ko,Vegetables,100g,34.0,1.15,23.0,246.0,25.0,
,kr-374.0,"양배추, 자색, 생것","Cabbage, purple, raw",ko,Vegetables,100g,29.27,1.02,6.0,192.0,4.0,
,kr-375.0,"양배추, 생것","Cabbage, raw",ko,Vegetables,100g,53.0,1.5,90.0,661.0,32.0,
,kr-376.0,"양배추 (Green coronet), 생것","Cabbage, raw",ko,Vegetables,100g,33.0,0.53,38.0,225.0,12.0,
,kr-377.0,"양배추, 생것","Cabbage, raw",ko,Vegetables,100g,20.0,0.98,,,,
,kr-378.0,"양배추, 생것","Cabbage, raw",ko,Vegetables,100g,24.0,1.63,35.0,223.0,13.0,
,kr-379.0,"당근, 잎, 생것","Carrot, leaves, raw",ko,Vegetables,100g,65.0,5.24,549.0,1163.0,97.0,
,kr-380.0,"당근, 생것","Carrot, flesh, raw",ko,Vegetables,100g,40.0,1.47,58.0,138.0,18.0,
,kr-381.0,"당근, 미숙, 생것","Carrot, immature, raw",ko,Vegetables,100g,54.0,1.25,369.0,2949.0,79.0,
,kr-382.0,"당근, 생것","Carrot, raw",ko,Vegetables,100g,41.0,1.67,22.0,326.0,68.0,
,kr-383.0,"당근, 생것","Carrot, raw",ko,Vegetables,100g,133.0,0.55,13.0,170.0,41.0,
,kr-384.0,"당근, 생것","Carrot, raw",ko,Vegetables,100g,33.0,0.45,,,,
,kr-385.0,"꽃양배추 (콜리플라워), 잎, 생것","Cauliflower, leaves, raw",ko,Vegetables,100g,48.0,3.57,65.0,380.0,24.0,
,kr-386.0,"꽃양배추 (콜리플라워, Khumal jyapu), 생것","Cauliflower, raw",ko,Vegetables,100g,38.0,1.61,41.0,321.0,26.0,
,kr-387.0,"꽃양배추 (콜리플라워), 생것","Cauliflower, raw",ko,Vegetables,100g,44.0,1.18,29.0,324.0,29.0,
,kr-388.0,"꽃양배추 (콜리플라워), 생것","Cauliflower, raw",ko,Vegetables,100g,26.0,2.34,,,,
,kr-389.0,"꽃양배추 (콜리플라워), 생것","Cauliflower, raw ",ko,Vegetables,100g,22.0,2.4,74.0,599.0,32.0,
,kr-390.0,"꽃양배추 (콜리플라워), 생것","Cauliflower, raw ",ko,Vegetables,100g,116.0,1.62,11.0,402.0,7.0,
,kr-391.0,"셀러리, 삶은것","Celery, boiled",ko,Vegetables,100g,31.0,0.82,27.0,280.9,108.0,
,kr-392.0,"셀러리, 생것","Celery, raw",ko,Vegetables,100g,28.0,1.41,70.0,479.0,31.0,
,kr-393.0,"셀러리, 생것","Celery, raw",ko,Vegetables,100g,103.0,0.32,22.0,363.0,9.0,
,kr-394.0,"셀러리, 생것","Celery, raw",ko,Vegetables,100g,25.0,1.08,27.0,307.9,108.0,
,kr-395.0,"셀러리, 잎, 생것","Celery, leaves, raw",ko,Vegetables,100g,189.0,4.15,49.0,500.0,49.0,
,kr-396.0,"실론 시금치, 생것 (Niwithi)","Ceylon Spinach, raw",ko,Vegetables,100g,32.0,2.17,32.0,627.0,48.0,
,kr-397.0,"호박, 차요테, 어린잎, 생것","Chayote, leaves, tender, raw",ko,Vegetables,100g,39.0,3.19,25.0,421.0,11.0,
,kr-398.0,"호박, 차요테, 생것","Chayote, raw",ko,Vegetables,100g,32.0,1.03,37.0,113.0,1.0,
,kr-399.0,"호박, 차요테, 생것","Chayote, raw",ko,Vegetables,100g,20.0,0.51,,,,
,kr-400.0,"토마토, 방울토마토, 생것","Tomato, cherry tomato, raw",ko,Vegetables,100g,24.0,0.83,32.0,201.0,3.0,
,kr-401.0,"고추 (Akbare), 생것","Hot pepper, chili, raw",ko,Vegetables,100g,59.0,2.81,21.0,337.0,2.0,
,kr-402.0,"공심채, 토경 재배, 생것","Water spinach, ground convolvulus, raw",ko,Vegetables,100g,16.0,2.32,38.0,671.0,105.0,
,kr-403.0,"초이섬, 생것 (Spai chang kesh)","Choy sum, raw",ko,Vegetables,100g,29.0,3.97,14.0,210.0,139.0,
,kr-404.0,"중국케일, 생것 (Kailan)","Kailan, chinese kale, raw",ko,Vegetables,100g,47.0,3.62,46.0,309.0,8.0,
,kr-405.0,"배추, 생것","Napa cabbage, Raw",ko,Vegetables,100g,16.0,2.64,23.0,100.0,12.0,
,kr-406.0,"토란, 어린잎, 생것","Taro, leaves, tender, raw",ko,Vegetables,100g,61.0,3.08,71.0,398.0,10.0,
,kr-407.0,"옥수수, 베이비콘, 생것","Corn, baby, raw",ko,Vegetables,100g,38.0,1.99,55.0,178.0,3.0,
,kr-408.0,"쑥갓, 생것","Crown daisy, raw",ko,Vegetables,100g,20.0,2.02,,,,
,kr-409.0,"오이, 생것","Cucumber, raw",ko,Vegetables,100g,19.0,0.91,16.0,143.0,12.0,
,kr-410.0,"오이, 생것","Cucumber, raw",ko,Vegetables,100g,18.0,0.37,28.0,186.0,6.0,
,kr-411.0,"오이, 생것","Cucumber, raw",ko,Vegetables,100g,10.0,0.34,20.0,102.0,3.0,
,kr-412.0,"오이, 생것","Cucumber, raw",ko,Vegetables,100g,13.0,0.73,,,,
,kr-413.0,"폴팔라, 생것 (Polpala)","Desert cotton, raw",ko,Vegetables,100g,71.0,5.76,432.0,3062.0,48.0,
,kr-414.0,"가지, 원형, 삶은것","Eggplant, round, boiled",ko,Vegetables,100g,25.0,0.89,28.0,,1.0,
,kr-415.0,"가지 (Medan), 긴것 초록색, 생것","Eggplant, long, green, raw",ko,Vegetables,100g,45.0,2.02,38.0,263.0,12.0,
,kr-416.0,"가지, 긴것 생것","Eggplant, long, raw",ko,Vegetables,100g,40.0,1.49,27.0,249.0,8.0,
,kr-417.0,"가지 (Japanese), 타원형, 생것","Eggplant, oval, raw",ko,Vegetables,100g,23.0,1.05,20.0,211.0,7.0,
,kr-418.0,"가지, 타원형, 생것","Eggplant, oval, raw",ko,Vegetables,100g,35.0,0.8,59.0,250.0,11.0,
,kr-419.0,"가지, 생것","Eggplant, raw",ko,Vegetables,100g,37.0,1.17,56.0,230.0,6.0,
,kr-420.0,"가지, 원형, 초록색, 생것","Eggplant, round, green, raw",ko,Vegetables,100g,46.0,1.66,31.0,278.0,7.0,
,kr-421.0,"청나래고사리, 생것 (Niguro)","Fiddlehead, raw",ko,Vegetables,100g,44.0,4.33,115.0,418.0,26.0,
,kr-422.0,"잠두, 생것","Broad bean(field bean), raw",ko,Vegetables,100g,51.0,3.2,70.0,262.0,13.0,
,kr-423.0,"가든크레스, 생것 (Chamsurko saag)","Garden cress, raw",ko,Vegetables,100g,62.0,4.66,39.0,363.0,24.0,
,kr-424.0,"마늘, 삶은것","Garlic, boiled",ko,Vegetables,100g,179.0,5.18,124.0,425.0,14.0,
,kr-425.0,"마늘, 중국산, 생것","Garlic, Imported variety, peeled, raw",ko,Vegetables,100g,142.0,5.14,158.0,422.0,19.0,
,kr-426.0,"마늘 (BARI Rasun-3), 생것","Garlic, raw",ko,Vegetables,100g,135.0,7.76,186.0,500.0,21.0,
,kr-427.0,"마늘 (BARI Rasun-4), 생것","Garlic, raw",ko,Vegetables,100g,145.0,7.72,165.0,514.0,24.0,
,kr-428.0,"마늘, 생것","Garlic, raw",ko,Vegetables,100g,124.0,8.13,,633.0,,
,kr-429.0,"마늘, 생것","Garlic, raw",ko,Vegetables,100g,212.0,5.89,20.0,379.0,9.0,
,kr-430.0,"마늘, 생것","Garlic, raw",ko,Vegetables,100g,127.0,5.52,136.0,398.0,12.0,
,kr-431.0,"마늘, 생것","Garlic, raw",ko,Vegetables,100g,137.0,6.76,102.0,377.0,11.0,
,kr-432.0,"생강, 뿌리줄기, 생것","Ginger, tuber, raw",ko,Vegetables,100g,63.0,2.07,164.0,295.0,48.0,
,kr-433.0,"힌보위티야, 잎, 생것 (Heen Bowitiya)","Osbeckia octandra, heen bovitiya, raw",ko,Vegetables,100g,93.0,3.21,108.0,609.0,19.0,
,kr-434.0,"아가티, 생것 (Kathurumurunga Mal)","Hummingbird flower, raw",ko,Vegetables,100g,51.0,1.29,316.0,1.0,62.0,
,kr-435.0,"히야신스콩 (Shim), 생것","Hyacinth bean, raw",ko,Vegetables,100g,74.0,2.85,239.0,676.0,13.0,
,kr-436.0,"몰로키아, 잎, 생것","Jute, leaves, raw",ko,Vegetables,100g,45.0,1.92,87.0,621.0,9.0,
,kr-437.0,"호박, 단호박, 초록색, 생것","Pumpkin, kabocha squash, green, raw",ko,Vegetables,100g,82.0,1.51,18.0,371.0,8.0,
,kr-438.0,"호박, 단호박, 주황색, 생것","Pumpkin, kabocha squash, orange, raw",ko,Vegetables,100g,34.0,1.01,9.0,228.0,9.0,
,kr-439.0,"케일, 생것","Kale, raw",ko,Vegetables,100g,62.0,3.81,100.0,194.0,17.0,
,kr-440.0,"키리아구나, 잎, 생것 (Kirianguna Kola)","Kiri aguna, leaves, raw",ko,Vegetables,100g,72.0,4.31,927.0,2587.0,38.0,
,kr-441.0,"콜라비, 생것","Kohlrabi, raw",ko,Vegetables,100g,18.0,0.89,,,,
,kr-442.0,"오크라, 삶은것","Okra, lady's finger, boiled",ko,Vegetables,100g,31.0,0.25,51.0,180.0,3.0,
,kr-443.0,"오크라, 생것","Okra, lady's finger, raw",ko,Vegetables,100g,25.0,1.11,54.0,218.0,3.0,
,kr-444.0,"오크라, 진공유탕, ","Okra, lady's finger, vacuum-fried",ko,Vegetables,100g,614.0,4.09,218.0,1217.0,19.0,
,kr-445.0,"아이비고드, 잎, 생것 (Sloek bas)","Iivy gourd, leaves, raw",ko,Vegetables,100g,41.0,4.94,9.0,289.0,27.0,
,kr-446.0,"상추, 버터헤드, 생것","Lettuce, butterhead, raw",ko,Vegetables,100g,22.0,0.74,20.0,170.0,9.0,
,kr-447.0,"상추, 그린오크, 생것","Lettuce, green oak, raw",ko,Vegetables,100g,13.0,0.93,20.0,280.0,9.0,
,kr-448.0,"상추, 양상추, 생것","Lettuce, iceberg, raw",ko,Vegetables,100g,17.0,0.61,26.0,118.0,6.0,
,kr-449.0,"상추, 생것","Lettuce, raw",ko,Vegetables,100g,35.85,1.05,67.0,191.0,8.0,
,kr-450.0,"상추, 로메인, 생것","Lettuce, romaine, raw",ko,Vegetables,100g,25.0,1.98,29.0,238.0,9.0,
,kr-451.0,"상추, 로메인, 생것","Lettuce, romaine, raw",ko,Vegetables,100g,15.0,1.16,34.0,247.0,17.0,
,kr-452.0,"호리병박, 생것","Bottle gourd, Calabashi, long, raw",ko,Vegetables,100g,17.0,0.54,,,,
,kr-453.0,"수세미, 미숙, 생것","Sponge gourd, luffa gourd, immature, raw",ko,Vegetables,100g,14.0,1.5,24.0,92.0,18.0,
,kr-454.0,"마옴, 잎줄기, 생것 (Ma om)","Rice paddy herb, ma om, whole shoot, raw",ko,Vegetables,100g,24.0,2.72,31.0,241.0,257.0,
,kr-455.0,"마쿠누웬나, 잎, 생것 (Mahaduru kola)","Sessil joyweed, Mahaduru leaves, raw",ko,Vegetables,100g,75.0,5.53,50.0,405.0,42.0,
,kr-456.0,"혼합 채소, 냉동, ","Mixed vegetables, frozen",ko,Vegetables,100g,62.0,3.38,55.0,226.0,17.0,
,kr-457.0,"쑥, 생것","Mugwort, raw",ko,Vegetables,100g,82.0,5.51,,,,
,kr-458.0,"숙주나물, 생것","Mung bean sprout, raw",ko,Vegetables,100g,24.0,2.85,58.0,148.0,26.0,
,kr-459.0,"숙주나물, 생것","Mung bean sprout, raw",ko,Vegetables,100g,106.0,9.39,466.0,1328.0,18.0,
,kr-460.0,"갓, 생것","Mustard green, raw",ko,Vegetables,100g,42.0,2.51,29.0,404.0,19.0,
,kr-461.0,"갓, 생것","Mustard green, raw",ko,Vegetables,100g,55.0,4.41,26.0,290.0,92.0,
,kr-462.0,"갓, 생것","Mustard green, raw",ko,Vegetables,100g,42.0,3.28,53.0,332.0,15.0,
,kr-463.0,"배추, 삶은것","Napa cabbage, boiled",ko,Vegetables,100g,17.0,0.79,18.0,189.4,7.0,
,kr-464.0,"배추, 생것","Napa cabbage, raw",ko,Vegetables,100g,23.0,1.08,33.0,179.6,9.0,
,kr-465.0,"오크라, 생것","Okra, lady's finger, raw",ko,Vegetables,100g,33.0,1.8,34.0,235.0,9.0,
,kr-466.0,"오크라, 생것","Okra, lady's finger, raw",ko,Vegetables,100g,33.0,1.89,,,,
,kr-467.0,"양파, 인도산, 적색, 생것","Onion, Imported variety, red, raw",ko,Vegetables,100g,53.0,1.07,42.0,194.0,1.0,
,kr-468.0,"양파 (BARI Peyaj-4), 적색, 생것","Onion, red, raw",ko,Vegetables,100g,52.0,1.65,47.0,240.0,1.0,
,kr-469.0,"양파 (BARI Peyaj-5), 적색, 생것","Onion, red, raw",ko,Vegetables,100g,45.0,1.52,44.0,243.0,1.0,
,kr-470.0,"양파 (BARI Peyaj-6), 적색, 생것","Onion, red, raw",ko,Vegetables,100g,68.0,2.63,47.0,246.0,1.0,
,kr-471.0,"양파, 생것","Onion, raw",ko,Vegetables,100g,51.0,0.8,102.0,443.0,15.0,
,kr-472.0,"양파, 생것","Onion, raw",ko,Vegetables,100g,42.0,1.97,126.0,136.0,53.0,
,kr-473.0,"팍완파, 잎, 생것 (Phak wan pa)","Star gooseberry, sweet leef, pak-waan-pa, raw",ko,Vegetables,100g,66.0,6.07,,501.0,5.0,
,kr-474.0,"파슬리, 생것","Parsley, raw",ko,Vegetables,100g,64.0,3.34,81.0,697.0,29.0,
,kr-475.0,"피망 (California), 초록색, 삶은것","Bell pepper, sweet pepper, green, boiled",ko,Vegetables,100g,38.0,0.99,15.0,156.6,1.0,
,kr-476.0,"피망 (Sultan), 초록색, 삶은것","Bell pepper, sweet peppert, green, boiled",ko,Vegetables,100g,26.0,0.69,24.0,121.8,2.0,
,kr-477.0,"피망, 초록색, 생것","Bell pepper, sweet pepper, green, raw",ko,Vegetables,100g,35.0,0.47,19.0,180.0,2.0,
,kr-478.0,"피망 (California), 초록색, 생것","Bell pepper, sweet pepper, green, raw",ko,Vegetables,100g,49.0,0.85,22.0,149.1,8.0,
,kr-479.0,"피망 (California), 빨간색, 삶은것","Bell pepper, sweet pepper, red, boiled",ko,Vegetables,100g,11.0,1.14,45.0,197.7,4.0,
,kr-480.0,"피망 (Sultan), 빨간색, 익힌것","Bell pepper, sweet pepper, red, boiled",ko,Vegetables,100g,44.0,1.1,26.0,120.5,3.0,
,kr-481.0,"피망, 빨간색, 생것","Bell pepper, sweet pepper, red, raw",ko,Vegetables,100g,34.0,0.85,20.0,190.0,5.0,
,kr-482.0,"피망, 빨간색, 생것","Bell pepper, sweet pepper, red, raw",ko,Vegetables,100g,48.0,1.11,8.0,151.0,2.0,
,kr-483.0,"피망, 노란색, 생것","Bell pepper,sweet pepper, yellow, raw",ko,Vegetables,100g,42.0,0.77,24.0,205.0,4.0,
,kr-484.0,"고추, 초록색, 삶은것","Hot pepper, chili, green, boiled",ko,Vegetables,100g,57.0,1.25,40.0,191.0,2.0,
,kr-485.0,"고추, 초록색, 초록색, 생것","Hot pepper, chili, green, raw",ko,Vegetables,100g,45.0,1.37,42.0,190.0,2.0,
,kr-486.0,"고추, 할라피뇨, 생것","Hot pepper, chili, Jalapeno, raw",ko,Vegetables,100g,80.0,1.32,38.0,139.0,3.0,
,kr-487.0,"고추, 야생, 초록색, 삶은것","Hot pepper, chili, labuyo, boiled",ko,Vegetables,100g,100.0,4.36,,,,
,kr-488.0,"고추, 야생, 초록색, 생것","Hot pepper, chili, labuyo, raw",ko,Vegetables,100g,108.0,3.66,,,,
,kr-489.0,"고추, 초록색, 긴것 생것","Hot pepper, chili, green, long, raw",ko,Vegetables,100g,56.0,2.12,46.0,319.0,2.0,
